pc_time,sender,type,loop,drive,speed_state,target,current,compute_ms,max_ms,overrun,error,filtered_error,filtered_rate,confidence,active,wide,curve,kp,kd,p,d,steering,scale,left,right,finished,mode,control_ms,loops,average_compute_ms,max_compute_ms,overrun_count,overrun_rate,line_lost_entry,raw_message
2026-07-08 20:35:49.571,192.168.0.50:49882,status,989,0,FAST,580,580,20,22,12,148,99.7,5.1,0.55,2,False,0.039,0.200,0.850,1.9,4.4,0,1.000,580,580,,,,,,,,,,"type=status,loop=989,drive=0,speed_state=FAST,target=580,current=580,compute_ms=20,max_ms=22,overrun=12,error=148,filtered_error=99.7,filtered_rate=5.1,confidence=0.55,active=2,wide=False,curve=0.039,kp=0.200,kd=0.850,p=1.9,d=4.4,steering=0,scale=1.000,left=580,right=580"
2026-07-08 20:35:50.596,192.168.0.50:49882,status,1088,0,FAST,580,580,20,22,13,529,436.8,55.8,0.66,2,False,0.172,0.200,0.850,69.4,47.5,72,1.000,652,508,,,,,,,,,,"type=status,loop=1088,drive=0,speed_state=FAST,target=580,current=580,compute_ms=20,max_ms=22,overrun=13,error=529,filtered_error=436.8,filtered_rate=55.8,confidence=0.66,active=2,wide=False,curve=0.172,kp=0.200,kd=0.850,p=69.4,d=47.5,steering=72,scale=1.000,left=652,right=508"
2026-07-08 20:35:51.619,192.168.0.50:49882,status,1187,0,FAST,580,580,21,22,14,129,131.0,0.6,0.51,2,False,0.037,0.200,0.850,8.2,0.5,5,1.000,585,575,,,,,,,,,,"type=status,loop=1187,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=22,overrun=14,error=129,filtered_error=131.0,filtered_rate=0.6,confidence=0.51,active=2,wide=False,curve=0.037,kp=0.200,kd=0.850,p=8.2,d=0.5,steering=5,scale=1.000,left=585,right=575"
2026-07-08 20:35:52.631,192.168.0.50:49882,status,1286,0,FAST,580,580,21,22,15,213,175.9,13.3,0.59,2,False,0.063,0.200,0.850,17.2,11.3,30,1.000,610,550,,,,,,,,,,"type=status,loop=1286,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=22,overrun=15,error=213,filtered_error=175.9,filtered_rate=13.3,confidence=0.59,active=2,wide=False,curve=0.063,kp=0.200,kd=0.850,p=17.2,d=11.3,steering=30,scale=1.000,left=610,right=550"
2026-07-08 20:35:53.650,192.168.0.50:49882,status,1385,0,FAST,580,580,21,22,16,223,169.5,17.3,0.56,2,False,0.067,0.200,0.850,15.9,14.7,12,1.000,592,568,,,,,,,,,,"type=status,loop=1385,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=22,overrun=16,error=223,filtered_error=169.5,filtered_rate=17.3,confidence=0.56,active=2,wide=False,curve=0.067,kp=0.200,kd=0.850,p=15.9,d=14.7,steering=12,scale=1.000,left=592,right=568"
2026-07-08 20:35:54.566,192.168.0.50:49882,status,1484,0,FAST,580,580,20,22,17,-28,-14.3,-2.2,0.66,2,False,0.008,0.200,0.850,0.0,-1.9,1,1.000,581,579,,,,,,,,,,"type=status,loop=1484,drive=0,speed_state=FAST,target=580,current=580,compute_ms=20,max_ms=22,overrun=17,error=-28,filtered_error=-14.3,filtered_rate=-2.2,confidence=0.66,active=2,wide=False,curve=0.008,kp=0.200,kd=0.850,p=0.0,d=-1.9,steering=1,scale=1.000,left=581,right=579"
2026-07-08 20:35:55.735,192.168.0.50:49882,status,1583,0,FAST,580,580,21,22,18,-3,21.1,-5.0,0.49,2,False,0.013,0.200,0.850,0.0,-4.2,1,1.000,581,579,,,,,,,,,,"type=status,loop=1583,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=22,overrun=18,error=-3,filtered_error=21.1,filtered_rate=-5.0,confidence=0.49,active=2,wide=False,curve=0.013,kp=0.200,kd=0.850,p=0.0,d=-4.2,steering=1,scale=1.000,left=581,right=579"
2026-07-08 20:35:56.698,192.168.0.50:49882,status,1682,0,FAST,580,580,21,22,19,137,140.2,11.1,0.55,2,False,0.050,0.200,0.850,10.0,9.5,18,1.000,598,562,,,,,,,,,,"type=status,loop=1682,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=22,overrun=19,error=137,filtered_error=140.2,filtered_rate=11.1,confidence=0.55,active=2,wide=False,curve=0.050,kp=0.200,kd=0.850,p=10.0,d=9.5,steering=18,scale=1.000,left=598,right=562"
2026-07-08 20:35:57.754,192.168.0.50:49882,status,1781,0,FAST,580,580,21,22,20,373,299.3,20.7,0.63,2,False,0.108,0.200,0.850,41.9,17.6,40,1.000,620,540,,,,,,,,,,"type=status,loop=1781,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=22,overrun=20,error=373,filtered_error=299.3,filtered_rate=20.7,confidence=0.63,active=2,wide=False,curve=0.108,kp=0.200,kd=0.850,p=41.9,d=17.6,steering=40,scale=1.000,left=620,right=540"
2026-07-08 20:35:58.645,192.168.0.50:49882,status,1880,0,FAST,580,425,20,22,21,-53,-41.4,-36.1,0.79,3,False,0.046,0.200,0.850,0.0,-30.7,-25,1.000,400,450,,,,,,,,,,"type=status,loop=1880,drive=0,speed_state=FAST,target=580,current=425,compute_ms=20,max_ms=22,overrun=21,error=-53,filtered_error=-41.4,filtered_rate=-36.1,confidence=0.79,active=3,wide=False,curve=0.046,kp=0.200,kd=0.850,p=0.0,d=-30.7,steering=-25,scale=1.000,left=400,right=450"
2026-07-08 20:36:02.672,192.168.0.50:49882,status,2161,0,FAST,580,355,20,159,26,5,-42.8,23.1,0.48,2,False,0.035,0.200,0.850,0.0,19.6,32,1.000,387,323,,,,,,,,,,"type=status,loop=2161,drive=0,speed_state=FAST,target=580,current=355,compute_ms=20,max_ms=159,overrun=26,error=5,filtered_error=-42.8,filtered_rate=23.1,confidence=0.48,active=2,wide=False,curve=0.035,kp=0.200,kd=0.850,p=0.0,d=19.6,steering=32,scale=1.000,left=387,right=323"
2026-07-08 20:36:02.672,192.168.0.50:49882,status,2232,0,FAST,580,415,301,301,27,-307,-102.5,-157.9,0.67,3,False,0.168,0.200,0.850,-2.5,-134.3,-37,1.000,378,425,,,,,,,,,,"type=status,loop=2232,drive=0,speed_state=FAST,target=580,current=415,compute_ms=301,max_ms=301,overrun=27,error=-307,filtered_error=-102.5,filtered_rate=-157.9,confidence=0.67,active=3,wide=False,curve=0.168,kp=0.200,kd=0.850,p=-2.5,d=-134.3,steering=-37,scale=1.000,left=378,right=425"
2026-07-08 20:36:03.619,192.168.0.50:49882,status,2331,3,RECOVERY,180,180,19,301,28,1039,251.4,0.6,0.00,0,False,0.069,0.000,0.000,0.0,0.0,0,1.000,260,0,,,,,,,,,,"type=status,loop=2331,drive=3,speed_state=RECOVERY,target=180,current=180,compute_ms=19,max_ms=301,overrun=28,error=1039,filtered_error=251.4,filtered_rate=0.6,confidence=0.00,active=0,wide=False,curve=0.069,kp=0.000,kd=0.000,p=0.0,d=0.0,steering=0,scale=1.000,left=260,right=0"
2026-07-08 20:36:04.606,192.168.0.50:49882,status,2430,3,RECOVERY,180,180,20,301,29,1039,251.4,0.0,0.00,0,False,0.069,0.000,0.000,0.0,0.0,0,1.000,260,0,,,,,,,,,,"type=status,loop=2430,drive=3,speed_state=RECOVERY,target=180,current=180,compute_ms=20,max_ms=301,overrun=29,error=1039,filtered_error=251.4,filtered_rate=0.0,confidence=0.00,active=0,wide=False,curve=0.069,kp=0.000,kd=0.000,p=0.0,d=0.0,steering=0,scale=1.000,left=260,right=0"
2026-07-08 20:36:05.645,192.168.0.50:49882,status,2529,0,CURVE,430,280,21,301,30,-226,166.2,-294.3,0.78,3,False,0.308,0.280,0.750,21.3,-220.7,58,1.000,338,120,,,,,,,,,,"type=status,loop=2529,drive=0,speed_state=CURVE,target=430,current=280,compute_ms=21,max_ms=301,overrun=30,error=-226,filtered_error=166.2,filtered_rate=-294.3,confidence=0.78,active=3,wide=False,curve=0.308,kp=0.280,kd=0.750,p=21.3,d=-220.7,steering=58,scale=1.000,left=338,right=120"
2026-07-08 20:36:06.642,192.168.0.50:49882,status,2628,0,CURVE,430,430,20,301,31,-504,-740.3,80.4,0.70,3,False,0.296,0.280,0.750,-182.1,60.3,-235,1.000,193,665,,,,,,,,,,"type=status,loop=2628,drive=0,speed_state=CURVE,target=430,current=430,compute_ms=20,max_ms=301,overrun=31,error=-504,filtered_error=-740.3,filtered_rate=80.4,confidence=0.70,active=3,wide=False,curve=0.296,kp=0.280,kd=0.750,p=-182.1,d=60.3,steering=-235,scale=1.000,left=193,right=665"
2026-07-08 20:36:07.729,192.168.0.50:49882,status,2727,0,CURVE,430,415,21,301,32,-816,-835.8,-43.6,0.85,3,False,0.275,0.280,0.750,-208.8,-32.7,-243,1.000,172,658,,,,,,,,,,"type=status,loop=2727,drive=0,speed_state=CURVE,target=430,current=415,compute_ms=21,max_ms=301,overrun=32,error=-816,filtered_error=-835.8,filtered_rate=-43.6,confidence=0.85,active=3,wide=False,curve=0.275,kp=0.280,kd=0.750,p=-208.8,d=-32.7,steering=-243,scale=1.000,left=172,right=658"
2026-07-08 20:36:09.709,192.168.0.50:49882,status,2925,0,FAST,580,580,20,301,34,150,131.6,0.5,0.70,3,False,0.039,0.200,0.850,8.3,0.5,11,1.000,591,569,,,,,,,,,,"type=status,loop=2925,drive=0,speed_state=FAST,target=580,current=580,compute_ms=20,max_ms=301,overrun=34,error=150,filtered_error=131.6,filtered_rate=0.5,confidence=0.70,active=3,wide=False,curve=0.039,kp=0.200,kd=0.850,p=8.3,d=0.5,steering=11,scale=1.000,left=591,right=569"
2026-07-08 20:36:10.762,192.168.0.50:49882,status,3024,0,FAST,580,445,20,301,35,-445,-490.4,50.0,0.72,3,False,0.176,0.200,0.850,-80.1,42.5,-95,1.000,350,540,,,,,,,,,,"type=status,loop=3024,drive=0,speed_state=FAST,target=580,current=445,compute_ms=20,max_ms=301,overrun=35,error=-445,filtered_error=-490.4,filtered_rate=50.0,confidence=0.72,active=3,wide=False,curve=0.176,kp=0.200,kd=0.850,p=-80.1,d=42.5,steering=-95,scale=1.000,left=350,right=540"
2026-07-08 20:36:11.751,192.168.0.50:49882,status,3123,0,CURVE,430,390,21,301,37,-911,-724.5,-74.8,0.59,3,False,0.280,0.280,0.750,-177.7,-56.1,-137,1.000,253,527,,,,,,,,,,"type=status,loop=3123,drive=0,speed_state=CURVE,target=430,current=390,compute_ms=21,max_ms=301,overrun=37,error=-911,filtered_error=-724.5,filtered_rate=-74.8,confidence=0.59,active=3,wide=False,curve=0.280,kp=0.280,kd=0.750,p=-177.7,d=-56.1,steering=-137,scale=1.000,left=253,right=527"
2026-07-08 20:36:13.749,192.168.0.50:49882,status,3321,0,CURVE,430,430,20,301,39,1027,849.4,78.0,0.74,3,False,0.314,0.280,0.750,212.6,58.5,180,1.000,610,250,,,,,,,,,,"type=status,loop=3321,drive=0,speed_state=CURVE,target=430,current=430,compute_ms=20,max_ms=301,overrun=39,error=1027,filtered_error=849.4,filtered_rate=78.0,confidence=0.74,active=3,wide=False,curve=0.314,kp=0.280,kd=0.750,p=212.6,d=58.5,steering=180,scale=1.000,left=610,right=250"
2026-07-08 20:36:14.686,192.168.0.50:49882,status,3420,0,CURVE,430,330,21,301,41,831,981.3,-61.3,0.80,4,False,0.334,0.280,0.750,249.6,-46.0,315,1.000,645,15,,,,,,,,,,"type=status,loop=3420,drive=0,speed_state=CURVE,target=430,current=330,compute_ms=21,max_ms=301,overrun=41,error=831,filtered_error=981.3,filtered_rate=-61.3,confidence=0.80,active=4,wide=False,curve=0.334,kp=0.280,kd=0.750,p=249.6,d=-46.0,steering=315,scale=1.000,left=645,right=15"
2026-07-08 20:36:15.738,192.168.0.50:49882,status,3519,0,FAST,580,580,21,301,42,269,318.2,-16.6,0.64,2,False,0.106,0.200,0.850,45.6,-14.1,50,1.000,630,530,,,,,,,,,,"type=status,loop=3519,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=301,overrun=42,error=269,filtered_error=318.2,filtered_rate=-16.6,confidence=0.64,active=2,wide=False,curve=0.106,kp=0.200,kd=0.850,p=45.6,d=-14.1,steering=50,scale=1.000,left=630,right=530"
2026-07-08 20:36:16.728,192.168.0.50:49882,status,3618,0,CURVE,430,430,21,301,43,-1290,-1009.9,-136.2,0.61,3,False,0.414,0.280,0.750,-257.6,-102.1,-223,1.000,207,640,,,,,,,,,,"type=status,loop=3618,drive=0,speed_state=CURVE,target=430,current=430,compute_ms=21,max_ms=301,overrun=43,error=-1290,filtered_error=-1009.9,filtered_rate=-136.2,confidence=0.61,active=3,wide=False,curve=0.414,kp=0.280,kd=0.750,p=-257.6,d=-102.1,steering=-223,scale=1.000,left=207,right=640"
2026-07-08 20:36:17.697,192.168.0.50:49882,status,3717,0,CURVE,430,430,20,301,45,-555,-699.1,90.8,0.73,3,False,0.276,0.280,0.750,-170.6,68.1,-217,1.000,202,647,,,,,,,,,,"type=status,loop=3717,drive=0,speed_state=CURVE,target=430,current=430,compute_ms=20,max_ms=301,overrun=45,error=-555,filtered_error=-699.1,filtered_rate=90.8,confidence=0.73,active=3,wide=False,curve=0.276,kp=0.280,kd=0.750,p=-170.6,d=68.1,steering=-217,scale=1.000,left=202,right=647"
2026-07-08 20:36:18.728,192.168.0.50:49882,status,3816,0,FAST,580,580,20,301,46,-251,-216.5,-3.8,0.80,3,False,0.068,0.200,0.850,-25.3,-3.3,-26,1.000,554,606,,,,,,,,,,"type=status,loop=3816,drive=0,speed_state=FAST,target=580,current=580,compute_ms=20,max_ms=301,overrun=46,error=-251,filtered_error=-216.5,filtered_rate=-3.8,confidence=0.80,active=3,wide=False,curve=0.068,kp=0.200,kd=0.850,p=-25.3,d=-3.3,steering=-26,scale=1.000,left=554,right=606"
2026-07-08 20:36:19.680,192.168.0.50:49882,status,3915,0,CURVE,430,430,21,301,47,1385,1123.0,123.1,0.79,3,False,0.433,0.280,0.750,289.2,92.4,255,1.000,678,175,,,,,,,,,,"type=status,loop=3915,drive=0,speed_state=CURVE,target=430,current=430,compute_ms=21,max_ms=301,overrun=47,error=1385,filtered_error=1123.0,filtered_rate=123.1,confidence=0.79,active=3,wide=False,curve=0.433,kp=0.280,kd=0.750,p=289.2,d=92.4,steering=255,scale=1.000,left=678,right=175"
2026-07-08 20:36:20.814,192.168.0.50:49882,status,4014,0,CURVE,430,430,20,301,48,777,815.6,-42.6,0.85,3,False,0.259,0.280,0.750,203.2,-31.9,215,1.000,645,215,,,,,,,,,,"type=status,loop=4014,drive=0,speed_state=CURVE,target=430,current=430,compute_ms=20,max_ms=301,overrun=48,error=777,filtered_error=815.6,filtered_rate=-42.6,confidence=0.85,active=3,wide=False,curve=0.259,kp=0.280,kd=0.750,p=203.2,d=-31.9,steering=215,scale=1.000,left=645,right=215"
2026-07-08 20:36:21.680,192.168.0.50:49882,status,4113,0,FAST,580,580,20,301,49,155,210.4,-0.9,0.58,2,False,0.068,0.200,0.850,24.1,-0.8,24,1.000,604,556,,,,,,,,,,"type=status,loop=4113,drive=0,speed_state=FAST,target=580,current=580,compute_ms=20,max_ms=301,overrun=49,error=155,filtered_error=210.4,filtered_rate=-0.9,confidence=0.58,active=2,wide=False,curve=0.068,kp=0.200,kd=0.850,p=24.1,d=-0.8,steering=24,scale=1.000,left=604,right=556"
2026-07-08 20:36:22.798,192.168.0.50:49882,status,4212,0,CURVE,430,430,21,301,50,-527,-665.9,71.4,0.67,2,False,0.253,0.280,0.750,-161.2,53.5,-191,1.000,239,621,,,,,,,,,,"type=status,loop=4212,drive=0,speed_state=CURVE,target=430,current=430,compute_ms=21,max_ms=301,overrun=50,error=-527,filtered_error=-665.9,filtered_rate=71.4,confidence=0.67,active=2,wide=False,curve=0.253,kp=0.280,kd=0.750,p=-161.2,d=53.5,steering=-191,scale=1.000,left=239,right=621"
2026-07-08 20:36:23.841,192.168.0.50:49882,status,4311,0,CURVE,430,430,20,301,51,-1037,-1115.9,-34.3,0.78,3,False,0.353,0.280,0.750,-287.2,-25.7,-322,1.000,108,752,,,,,,,,,,"type=status,loop=4311,drive=0,speed_state=CURVE,target=430,current=430,compute_ms=20,max_ms=301,overrun=51,error=-1037,filtered_error=-1115.9,filtered_rate=-34.3,confidence=0.78,active=3,wide=False,curve=0.353,kp=0.280,kd=0.750,p=-287.2,d=-25.7,steering=-322,scale=1.000,left=108,right=752"
2026-07-08 20:36:24.764,192.168.0.50:49882,status,4410,0,FAST,580,580,21,301,53,-140,-204.7,-3.4,0.66,3,False,0.071,0.200,0.850,-22.9,-2.9,-35,1.000,545,615,,,,,,,,,,"type=status,loop=4410,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=301,overrun=53,error=-140,filtered_error=-204.7,filtered_rate=-3.4,confidence=0.66,active=3,wide=False,curve=0.071,kp=0.200,kd=0.850,p=-22.9,d=-2.9,steering=-35,scale=1.000,left=545,right=615"
2026-07-08 20:36:25.804,192.168.0.50:49882,status,4509,0,FAST,580,580,20,301,54,629,529.8,67.4,0.76,3,False,0.206,0.200,0.850,88.0,57.3,102,1.000,682,478,,,,,,,,,,"type=status,loop=4509,drive=0,speed_state=FAST,target=580,current=580,compute_ms=20,max_ms=301,overrun=54,error=629,filtered_error=529.8,filtered_rate=67.4,confidence=0.76,active=3,wide=False,curve=0.206,kp=0.200,kd=0.850,p=88.0,d=57.3,steering=102,scale=1.000,left=682,right=478"
2026-07-08 20:36:26.823,192.168.0.50:49882,status,4608,0,CURVE,430,335,21,301,55,1018,1033.7,-24.8,0.99,4,False,0.304,0.280,0.750,264.2,-18.6,262,1.000,597,73,,,,,,,,,,"type=status,loop=4608,drive=0,speed_state=CURVE,target=430,current=335,compute_ms=21,max_ms=301,overrun=55,error=1018,filtered_error=1033.7,filtered_rate=-24.8,confidence=0.99,active=4,wide=False,curve=0.304,kp=0.280,kd=0.750,p=264.2,d=-18.6,steering=262,scale=1.000,left=597,right=73"
2026-07-08 20:36:27.842,192.168.0.50:49882,status,4707,0,CURVE,430,430,20,301,56,-1060,-940.1,-76.1,0.88,3,False,0.328,0.280,0.750,-238.0,-57.1,-222,1.000,208,652,,,,,,,,,,"type=status,loop=4707,drive=0,speed_state=CURVE,target=430,current=430,compute_ms=20,max_ms=301,overrun=56,error=-1060,filtered_error=-940.1,filtered_rate=-76.1,confidence=0.88,active=3,wide=False,curve=0.328,kp=0.280,kd=0.750,p=-238.0,d=-57.1,steering=-222,scale=1.000,left=208,right=652"
2026-07-08 20:36:28.756,192.168.0.50:49882,status,4806,0,FAST,580,450,21,301,58,6,36.1,54.5,0.70,3,False,0.070,0.200,0.850,0.0,46.3,49,1.000,499,401,,,,,,,,,,"type=status,loop=4806,drive=0,speed_state=FAST,target=580,current=450,compute_ms=21,max_ms=301,overrun=58,error=6,filtered_error=36.1,filtered_rate=54.5,confidence=0.70,active=3,wide=False,curve=0.070,kp=0.200,kd=0.850,p=0.0,d=46.3,steering=49,scale=1.000,left=499,right=401"
2026-07-08 20:36:29.828,192.168.0.50:49882,status,4905,0,FAST,580,455,21,301,59,352,351.8,-51.3,0.68,2,False,0.148,0.200,0.850,52.4,-43.6,23,1.000,478,432,,,,,,,,,,"type=status,loop=4905,drive=0,speed_state=FAST,target=580,current=455,compute_ms=21,max_ms=301,overrun=59,error=352,filtered_error=351.8,filtered_rate=-51.3,confidence=0.68,active=2,wide=False,curve=0.148,kp=0.200,kd=0.850,p=52.4,d=-43.6,steering=23,scale=1.000,left=478,right=432"
2026-07-08 20:36:30.756,192.168.0.50:49882,status,5004,0,CURVE,430,430,21,301,60,-894,-884.1,-63.3,0.82,3,False,0.303,0.280,0.750,-222.3,-47.5,-236,1.000,194,666,,,,,,,,,,"type=status,loop=5004,drive=0,speed_state=CURVE,target=430,current=430,compute_ms=21,max_ms=301,overrun=60,error=-894,filtered_error=-884.1,filtered_rate=-63.3,confidence=0.82,active=3,wide=False,curve=0.303,kp=0.280,kd=0.750,p=-222.3,d=-47.5,steering=-236,scale=1.000,left=194,right=666"
2026-07-08 20:36:31.831,192.168.0.50:49882,status,5103,0,FAST,580,365,21,301,61,-182,-61.3,-19.2,0.98,3,False,0.051,0.200,0.850,0.0,-16.3,34,1.000,399,331,,,,,,,,,,"type=status,loop=5103,drive=0,speed_state=FAST,target=580,current=365,compute_ms=21,max_ms=301,overrun=61,error=-182,filtered_error=-61.3,filtered_rate=-19.2,confidence=0.98,active=3,wide=False,curve=0.051,kp=0.200,kd=0.850,p=0.0,d=-16.3,steering=34,scale=1.000,left=399,right=331"
2026-07-08 20:36:32.835,192.168.0.50:49882,status,5202,0,CURVE,430,430,20,301,62,542,653.1,-76.4,0.85,3,False,0.248,0.280,0.750,157.7,-57.3,182,1.000,612,248,,,,,,,,,,"type=status,loop=5202,drive=0,speed_state=CURVE,target=430,current=430,compute_ms=20,max_ms=301,overrun=62,error=542,filtered_error=653.1,filtered_rate=-76.4,confidence=0.85,active=3,wide=False,curve=0.248,kp=0.280,kd=0.750,p=157.7,d=-57.3,steering=182,scale=1.000,left=612,right=248"
2026-07-08 20:36:33.732,192.168.0.50:49882,status,5301,0,FAST,580,520,20,301,63,-3,-2.0,6.9,0.70,2,False,0.008,0.200,0.850,0.0,5.8,2,1.000,522,518,,,,,,,,,,"type=status,loop=5301,drive=0,speed_state=FAST,target=580,current=520,compute_ms=20,max_ms=301,overrun=63,error=-3,filtered_error=-2.0,filtered_rate=6.9,confidence=0.70,active=2,wide=False,curve=0.008,kp=0.200,kd=0.850,p=0.0,d=5.8,steering=2,scale=1.000,left=522,right=518"
2026-07-08 20:36:34.809,192.168.0.50:49882,status,5400,0,CURVE,430,320,22,301,64,-1035,-1095.8,46.4,0.75,3,False,0.340,0.280,0.750,-281.6,34.8,-297,1.000,23,617,,,,,,,,,,"type=status,loop=5400,drive=0,speed_state=CURVE,target=430,current=320,compute_ms=22,max_ms=301,overrun=64,error=-1035,filtered_error=-1095.8,filtered_rate=46.4,confidence=0.75,active=3,wide=False,curve=0.340,kp=0.280,kd=0.750,p=-281.6,d=34.8,steering=-297,scale=1.000,left=23,right=617"
2026-07-08 20:36:35.804,192.168.0.50:49882,status,5499,0,CURVE,430,430,20,301,65,1317,1223.0,76.5,0.71,3,False,0.400,0.280,0.750,317.2,57.4,313,1.000,743,117,,,,,,,,,,"type=status,loop=5499,drive=0,speed_state=CURVE,target=430,current=430,compute_ms=20,max_ms=301,overrun=65,error=1317,filtered_error=1223.0,filtered_rate=76.5,confidence=0.71,active=3,wide=False,curve=0.400,kp=0.280,kd=0.750,p=317.2,d=57.4,steering=313,scale=1.000,left=743,right=117"
2026-07-08 20:36:36.906,192.168.0.50:49882,status,5598,0,FAST,580,580,21,301,66,260,350.2,-34.7,0.67,3,False,0.134,0.200,0.850,52.0,-29.5,51,1.000,631,529,,,,,,,,,,"type=status,loop=5598,drive=0,speed_state=FAST,target=580,current=580,compute_ms=21,max_ms=301,overrun=66,error=260,filtered_error=350.2,filtered_rate=-34.7,confidence=0.67,active=3,wide=False,curve=0.134,kp=0.200,kd=0.850,p=52.0,d=-29.5,steering=51,scale=1.000,left=631,right=529"
