seq,t_ms,control_ms,send_ms,base_speed,n0,n1,n2,n3,n4,n5,n6,n7,position,error,d_error,left_cmd,right_cmd,on_line,is_marker
95,2004,10,20,740,55,42,67,956,967,83,40,58,3502,2,170,769,711,1,0
96,2024,10,20,740,80,66,69,963,948,55,42,61,3496,-4,-76,727,753,1,0
97,2044,10,20,740,94,50,106,937,952,83,48,53,3424,-76,180,753,727,1,0
98,2074,10,20,740,130,74,75,929,952,108,37,58,3367,-133,-125,690,790,1,0
99,2094,10,20,740,126,35,88,960,961,93,8,42,3284,-216,-200,659,821,1,0
100,2124,10,20,740,100,54,73,931,935,78,11,26,3322,-178,-173,672,808,1,0
101,2144,10,20,740,64,46,81,893,926,174,51,47,3639,139,136,793,687,1,0
102,2164,10,20,740,73,70,88,845,963,404,83,74,3800,300,450,882,598,1,0
103,2185,10,20,740,107,89,102,567,967,823,83,71,3853,353,87,832,648,1,0
104,2206,10,20,740,116,117,111,257,969,952,117,87,3959,459,-286,792,688,1,0
105,2226,10,20,740,139,93,134,137,982,969,117,87,4097,597,24,875,605,1,0
106,2247,10,20,740,123,113,109,108,939,969,154,95,4047,547,-188,828,652,1,0
107,2267,10,20,740,77,54,88,64,937,969,194,71,4646,1146,499,1000,404,1,0
108,2288,10,20,740,61,27,60,40,935,952,432,42,4783,1283,106,1000,440,1,0
109,2318,10,20,740,43,7,29,36,896,957,641,66,4897,1397,21,1000,430,1,0
110,2338,10,20,740,82,35,37,38,931,964,590,37,4862,1362,-19,1000,444,1,0
111,2358,10,20,740,43,19,75,17,913,979,444,90,4799,1299,-36,1000,461,1,0
112,2378,10,20,740,48,0,14,20,941,969,209,58,4654,1154,-102,976,504,1,0
113,2398,10,20,740,22,0,41,28,941,946,106,55,4581,1081,-24,973,507,1,0
114,2418,10,20,740,87,50,48,85,909,962,97,53,4514,1014,-75,950,530,1,0
115,2438,10,20,740,32,31,90,146,939,954,57,50,4396,896,-37,930,550,1,0
116,2468,10,20,740,64,50,71,133,924,952,57,34,4407,907,46,947,533,1,0
117,2488,10,20,740,80,74,62,137,974,979,88,82,4402,902,2,938,542,1,0
118,2518,10,20,740,71,27,73,49,924,949,189,29,4643,1143,59,1000,479,1,0
119,2538,10,20,740,73,31,90,49,952,946,381,55,4749,1249,28,1000,461,1,0
120,2568,10,20,740,110,42,83,70,980,957,553,61,4624,1124,-182,956,524,1,0
121,2589,10,20,740,82,39,60,36,961,962,593,71,4853,1353,130,1000,421,1,0
122,2609,10,20,740,123,78,117,83,956,959,610,114,4623,1123,-322,932,548,1,0
123,2638,10,20,740,107,39,111,87,948,952,424,135,4580,1080,-122,956,524,1,0
124,2658,10,20,740,80,46,98,57,950,959,383,98,4752,1252,211,1000,429,1,0
125,2678,10,20,740,87,35,83,59,950,979,383,76,4754,1254,175,1000,435,1,0
126,2698,10,20,740,103,31,85,59,965,962,409,53,4560,1060,-187,941,539,1,0
127,2718,10,20,740,59,0,44,32,946,944,444,42,4784,1284,10,1000,456,1,0
128,2738,10,20,740,38,3,67,49,920,929,541,47,4841,1341,13,1000,443,1,0
129,2758,10,20,740,84,0,62,59,965,936,650,61,4876,1376,25,1000,434,1,0
130,2778,10,20,740,50,0,56,45,894,944,541,47,4851,1351,-31,1000,449,1,0
131,2798,10,20,740,89,15,62,74,924,929,518,66,4828,1328,-6,1000,449,1,0
132,2818,10,20,740,80,46,69,68,941,954,455,21,4793,1293,-21,1000,460,1,0
133,2838,10,20,740,130,74,115,57,948,924,441,45,4412,912,-136,917,563,1,0
134,2858,10,20,740,110,89,104,66,937,941,510,47,4504,1004,-269,915,565,1,0
135,2878,10,20,740,110,109,96,41,967,964,653,71,4536,1036,196,1000,479,1,0
136,2898,10,20,740,119,70,98,45,918,934,805,68,4744,1244,40,1000,460,1,0
137,2918,10,20,740,66,46,100,81,937,957,916,90,4889,1389,107,1000,417,1,0
138,2938,10,20,740,61,46,48,24,864,941,908,58,5016,1516,-7,1000,408,1,0
139,2958,10,20,740,36,27,94,15,823,926,942,50,5044,1544,107,1000,383,1,0
140,2978,10,20,740,116,89,102,87,900,952,979,122,4822,1322,-219,993,487,1,0
141,3008,10,20,740,105,11,79,57,928,944,896,76,4806,1306,-209,991,489,1,0
142,3038,10,20,740,75,54,58,62,924,936,830,50,4965,1465,-13,1000,420,1,0
143,3058,10,20,740,64,58,64,43,920,929,765,79,4940,1440,-12,1000,426,1,0
144,3078,10,20,740,61,39,81,53,928,984,702,42,4913,1413,-3,1000,430,1,0
145,3098,10,20,740,22,0,58,26,922,957,570,21,4856,1356,-5,1000,443,1,0
146,3118,10,20,740,55,0,67,64,926,946,567,53,4852,1352,-1,1000,443,1,0
147,3138,10,20,740,61,27,46,45,903,941,550,34,4852,1352,24,1000,439,1,0
148,3158,10,20,740,22,0,46,28,939,959,498,34,4815,1315,-26,1000,456,1,0
149,3178,10,20,740,57,7,50,22,920,946,418,55,4780,1280,-14,1000,461,1,0
150,3198,10,20,740,50,0,27,64,911,952,406,31,4777,1277,15,1000,457,1,0
151,3227,10,20,740,110,42,46,26,933,929,277,10,4463,963,-284,903,577,1,0
152,3248,10,20,740,73,27,52,60,941,926,194,53,4637,1137,-39,983,497,1,0
153,3268,10,20,740,103,70,90,70,950,946,143,74,4382,882,-244,892,588,1,0
154,3289,10,20,740,100,74,77,99,974,962,91,90,4276,776,-120,890,590,1,0
155,3309,10,20,740,80,46,75,137,965,957,91,66,4398,898,-22,933,547,1,0
